"ID","DATE.OF.INTERVIEW","Upgraded.toilet.recently.","Emptied.the.toilet.before.","What.happens.when.the.toilet.gets.full.","Last.time.emptied","Was.the.fee.you.paid.affordable.","How.often.do.you.empty.your.toilet.","Years to full","Months to full","Perception.of.the.fill.level","Is.emptying.feasible."
"14105","2017-10-18","No","No","Empty and reuse",NA,NA,NA,5,6,"Almost empty","Yes"
"14106","2017-10-18","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Half-full","Yes"
"14107","2017-10-18","Yes",NA,"Abandone",NA,NA,NA,2,NA,"Half-full","Yes"
"14108","2017-10-18","No","No","Empty and reuse",NA,NA,NA,2,NA,"Almost full","Yes"
"14109","2017-10-19","No","No","Empty and reuse",NA,NA,NA,5,10,"Almost full","Yes"
"14110","2017-10-17","No","Yes","Empty and reuse","Other (please specify)","Affordable","Other (please specify)",NA,NA,"Full","Yes"
"14111","2017-10-17","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14112","2017-10-18","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14113","2017-10-19","No","No","Empty and reuse",NA,NA,NA,0,6,"Half-full","Yes"
"14114","2017-10-19","Yes","Yes","Empty and reuse","5",NA,NA,NA,2,"Half-full",NA
"14115","2017-10-19","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost full","Yes"
"14116","2017-10-19","No","No","Empty and reuse",NA,NA,NA,0,6,"Almost full","Yes"
"14117","2017-10-19","No","Yes","Empty and reuse","5","Affordable","Every 9 months",0,9,"Half-full","Yes"
"14118","2017-10-19","No","No","Bury and dig another one",NA,NA,NA,8,NA,"Half-full","Yes"
"14119","2017-10-19","No","No","Empty and reuse",NA,NA,NA,0,5,"Almost full","Yes"
"14120","2017-10-19","No","No","Empty and reuse",NA,NA,NA,15,10,"Empty","Yes"
"14121","2017-10-19","No","Yes","Empty and reuse","3","Affordable","Every 3 months",NA,3,"Almost empty","Yes"
"14122","2017-10-19","No","No","Empty and reuse",NA,NA,NA,0,6,"Half-full","Yes"
"14123","2017-10-19","No","No","Bury and dig another one",NA,NA,NA,5,0,"Half-full","Yes"
"14124","2017-10-19","Yes",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14125","2017-10-19","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Half-full","Yes"
"14126","2017-10-19","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14127","2017-10-19","No","No","Empty and reuse",NA,NA,NA,380,10,"Almost empty",NA
"14128","2017-10-19","No","Yes","Empty and reuse","5",NA,"Every Year",1,0,"Almost full","Yes"
"14129","2017-10-19","No","Yes","Empty and reuse","5","Too expensive","Other (please specify)",NA,NA,NA,"Yes"
"14130","2017-10-19","Yes","No","Other (please specify)",NA,NA,NA,3,0,"Almost empty","Yes"
"14131","2017-10-19","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14132","2017-10-19","No","No","Empty and reuse",NA,NA,NA,0,2,"Almost empty",NA
"14133","2017-10-19","Yes","No","Empty and reuse",NA,NA,NA,1,0,"Almost empty","Yes"
"14134","2017-10-19","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14135","2017-10-19","No","No","Empty and reuse",NA,NA,NA,1,0,"Half-full","Yes"
"14136","2017-10-20","No","No","Empty and reuse",NA,NA,NA,NA,6,"Full","Yes"
"14137","2017-10-20","No","No","Abandone",NA,NA,NA,3,NA,"Almost full","No"
"14138","2017-10-20","No","Yes","Empty and reuse","5","Affordable","Other (please specify)",0,6,"Almost empty","Yes"
"14139","2017-10-20","No","Yes","Abandone","5","Not affordable","Every 1 year Six Months",1,NA,"Full","No"
"14140","2017-10-20","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14141","2017-10-20","No","No","Abandone",NA,NA,NA,5,NA,"Almost full","No"
"14142","2017-10-19","No","No","Empty and reuse",NA,NA,NA,10,0,"Almost empty","Yes"
"14143","2017-10-20","No","No","Multiple options",NA,NA,NA,8,NA,"Half-full","Yes"
"14144","2017-10-20","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"14145","2017-10-20","No","No","Abandone",NA,NA,NA,8,NA,"Full","No"
"14146","2017-10-20","No","Yes","Empty and reuse","Other (please specify)","Affordable","Every 2 years",1,0,"Half-full","Yes"
"14147","2017-10-20","No","No","Multiple options",NA,NA,NA,4,NA,"Half-full","Yes"
"14148","2017-10-20","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14149","2017-10-20","No","No","Empty and reuse",NA,NA,NA,12,10,"Almost empty","No"
"14150","2017-10-20","No","Yes","Empty and reuse","3","Affordable","Every six months",2,NA,"Half-full","Yes"
"14151","2017-10-20","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14152","2017-10-20","No","No","Multiple options",NA,NA,NA,15,10,"Full","Yes"
"14153","2017-10-20","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14154","2017-10-20","No","No","Empty and reuse",NA,NA,NA,0,0,"Half-full","Yes"
"14155","2017-10-20","No","No","Empty and reuse",NA,NA,NA,20,0,"Almost empty","Yes"
"14156","2017-10-20","No","No","Abandone",NA,NA,NA,2,NA,"Almost full","Yes"
"14157","2017-10-20","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost full","No"
"14158","2017-10-20","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Almost full","Yes"
"14159","2017-10-20","No","Yes","Empty and reuse","3","Affordable","Every 3 months",1,NA,"Almost empty","Yes"
"14160","2017-10-20","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost full","Yes"
"14161","2017-10-20","No","No","Empty and reuse",NA,NA,NA,4,3,"Half-full","Yes"
"14162","2017-10-20","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Almost full","Yes"
"14163","2017-10-20","No","Yes","Bury and dig another one","3","Affordable",NA,NA,2,"Half-full","Yes"
"14164","2017-10-20","No","Yes","Empty and reuse","3","Affordable","Every six months",5,NA,"Half-full","Yes"
"14165","2017-10-19","No","No","Empty and reuse",NA,NA,NA,NA,2,"Half-full","Yes"
"14166","2017-10-21","No","No","Empty and reuse",NA,NA,NA,18,10,"Almost empty","Yes"
"14167","2017-10-21","No","No","Abandone",NA,NA,NA,10,NA,"Almost full","Yes"
"14168","2017-10-21","No","No","Empty and reuse",NA,NA,NA,15,10,"Almost empty","No"
"14169","2017-10-21","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14170","2017-10-21","No","No","Empty and reuse",NA,NA,NA,15,10,"Almost empty",NA
"14171","2017-10-21","No","Yes","Empty and reuse","Other (please specify)","Too expensive","Other (please specify)",NA,NA,NA,"Yes"
"14172","2017-10-28","No","No","Empty and reuse",NA,NA,NA,20,10,"Almost empty","No"
"14173","2017-10-21","No","No","Abandone",NA,NA,NA,5,NA,"Almost full","Yes"
"14174","2017-10-21","No","No","Empty and reuse",NA,NA,NA,15,10,"Almost empty","Yes"
"14175","2017-10-21","Yes",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14176","2017-10-21","No","No","Abandone",NA,NA,NA,2,NA,"Almost full","Yes"
"14177","2017-10-21","No","Yes","Empty and reuse","Other (please specify)",NA,"Other (please specify)",NA,3,"Half-full","Yes"
"14178","2017-10-21","No","No","Empty and reuse",NA,NA,NA,18,10,"Half-full","Yes"
"14179","2017-10-21","No","No","Empty and reuse",NA,NA,NA,20,10,"Almost empty","Yes"
"14180","2017-10-23","No","No","Empty and reuse",NA,NA,NA,3,0,"Almost empty","No"
"14181","2017-10-23","No","No","Multiple options",NA,NA,NA,4,NA,"Almost empty","Yes"
"14182","2017-10-23","No","No","Empty and reuse",NA,NA,NA,2,10,"Almost empty","Yes"
"14183","2017-10-23","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14184","2017-10-23","No","No","Abandone",NA,NA,NA,6,NA,"Almost full","Yes"
"14185","2017-10-23","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14186","2017-10-23","No","No","Empty and reuse",NA,NA,NA,15,10,"Almost empty","Yes"
"14187","2017-10-23","No","No","Empty and reuse",NA,NA,NA,6,0,"Half-full","Yes"
"14188","2017-10-23","No","No","Bury and dig another one",NA,NA,NA,8,NA,"Almost full","Yes"
"14189","2017-10-23","No","No","Bury and dig another one",NA,NA,NA,NA,NA,"Full","Yes"
"14190","2017-10-23","No","Yes","Empty and reuse","5",NA,"Every 1 year Six Months",1,5,"Almost empty","Yes"
"14191","2017-10-23","No","No","Empty and reuse",NA,NA,NA,15,10,"Almost empty","Yes"
"14192",NA,"No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14193","2017-10-23","No","No","Empty and reuse",NA,NA,NA,20,10,"Almost empty","Yes"
"14194","2017-10-23","No","No","Empty and reuse",NA,NA,NA,6,0,"Almost empty","Yes"
"14195","2017-10-23","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14196","2017-10-23","No","No","Empty and reuse",NA,NA,NA,2,NA,"Half-full","No"
"14197","2017-10-23","No","No","Bury and dig another one",NA,NA,NA,NA,6,"Half-full","No"
"14198","2017-10-23","No","No","Empty and reuse",NA,NA,NA,6,4,"Almost empty","Yes"
"14199","2017-10-23","Yes","No","Other (please specify)",NA,NA,NA,3,NA,NA,"Yes"
"14200","2017-10-23","No","No","Empty and reuse",NA,NA,NA,NA,2,"Half-full","No"
"14201","2017-10-23","No","No","Empty and reuse",NA,NA,NA,20,10,"Almost empty",NA
"14202","2017-10-20","Yes","No","Other (please specify)",NA,NA,NA,3,NA,"Half-full","Yes"
"14203","2017-10-25","No","No","Empty and reuse",NA,NA,NA,11,NA,"Almost full","Yes"
"14204","2017-10-25","No","No","Bury and dig another one",NA,NA,NA,2,NA,"Almost full","Yes"
"14205","2017-10-25","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost full","Yes"
"14206","2017-10-25","No","No","Empty and reuse",NA,NA,NA,20,10,"Half-full","No"
"14207","2017-10-25","No","No","Empty and reuse",NA,NA,NA,20,NA,"Full","Yes"
"14208","2017-10-23","No",NA,"Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"14209","2017-10-25","No","No","Bury and dig another one",NA,NA,NA,6,NA,"Almost full","Yes"
"14210","2017-10-25","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14211","2017-10-25","No","No","Empty and reuse",NA,NA,NA,5,6,"Almost empty","Yes"
"14212","2017-10-25","No","No","Empty and reuse",NA,NA,NA,9,0,"Half-full","Yes"
"14213","2017-10-25","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"14214","2017-10-25","Yes","No","Empty and reuse",NA,NA,NA,1,0,"Empty","Yes"
"14215","2017-10-25","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost full","Yes"
"14216","2017-10-25","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14217","2017-10-25","No","No","Empty and reuse",NA,NA,NA,1,0,"Half-full","Yes"
"14218","2017-10-25","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Half-full","Yes"
"14219",NA,"No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14220","2017-10-25","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost full","Yes"
"14221","2017-10-25","No","No","Empty and reuse",NA,NA,NA,18,10,"Almost full","Yes"
"14222","2017-10-25","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost empty","Yes"
"14223","2017-10-25",NA,"No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"14224","2017-10-25","No","No","Bury and dig another one",NA,NA,NA,1,NA,"Full","Yes"
"14225","2017-10-25","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14226","2017-10-25","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14227","2017-10-14","No","No","Other (please specify)",NA,NA,NA,10,10,"Almost empty","Yes"
"14228","2017-10-14","Yes","No","Other (please specify)",NA,NA,NA,1,6,"Half-full","Yes"
"14229","2017-10-19","No","Yes","Empty and reuse","Other (please specify)",NA,"Every 2 years",1,NA,NA,"Yes"
"14230","2017-10-25","No","Yes","Empty and reuse","Other (please specify)","Very affordable","Every 2 years",1,NA,"Almost full","Yes"
"14231","2017-10-26","No","No","Empty and reuse",NA,NA,NA,5,0,"Full",NA
"14232","2017-10-26","No","No","Empty and reuse",NA,NA,NA,6,0,"Almost empty","Yes"
"14233","2017-10-26","No","No","Empty and reuse",NA,NA,NA,0,0,"Almost empty","Yes"
"14234","2017-10-26","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"14235","2017-10-26","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","No"
"14236","2017-10-26","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","No"
"14237","2017-10-26","No","No","Bury and dig another one",NA,NA,NA,4,NA,"Half-full","Yes"
"14238","2017-10-26","No","No","Empty and reuse",NA,NA,NA,10,NA,"Full","Yes"
"14239","2017-10-26","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14240","2017-10-26","No","No","Empty and reuse",NA,NA,NA,0,6,"Half-full","Yes"
"14241","2017-10-26","No","Yes","Empty and reuse","5","Too expensive","Every 1 year Six Months",0,3,"Almost full","Yes"
"14242","2017-10-27","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"14243","2017-10-27","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14244","2017-10-27","Yes",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14245","2017-10-27","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"14246","2017-10-27","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14247","2017-10-27","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14248","2017-10-27","No","No","Empty and reuse",NA,NA,NA,3,0,"Almost empty","Yes"
"14249","2017-10-27","No","No","Empty and reuse",NA,NA,NA,15,NA,"Almost full","Yes"
"14250","2017-10-27","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14251","2017-10-27","No","Yes","Empty and reuse","Other (please specify)","Affordable","Other (please specify)",6,6,"Almost full","Yes"
"14252","2017-10-27","No","Yes","Empty and reuse","Other (please specify)","Very affordable","Every 3 months",NA,6,"Almost full","Yes"
"14253","2017-10-27","No","No","Empty and reuse",NA,NA,NA,6,0,"Half-full","No"
"14254","2017-10-27","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","Yes"
"14255","2017-10-27","No","No","Empty and reuse",NA,NA,NA,0,0,"Almost empty","Yes"
"14256","2017-10-27","No","No","Empty and reuse",NA,NA,NA,10,6,"Almost empty","Yes"
"14257","2017-10-27","No","Yes","Empty and reuse","5","Affordable","Every 2 years",2,0,"Half-full","Yes"
"14258","2017-10-27","No","No","Empty and reuse",NA,NA,NA,20,NA,"Almost full","Yes"
"14259","2017-10-27","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","No"
"14260","2017-10-27","No","No","Bury and dig another one",NA,NA,NA,7,NA,"Almost full","Yes"
"14261","2017-10-27","No",NA,"Empty and reuse",NA,NA,NA,4,NA,"Almost full","Yes"
"14262",NA,"No","No","Empty and reuse",NA,NA,NA,0,0,"Almost empty","Yes"
"14263","2017-10-27","No","No","Empty and reuse",NA,NA,NA,0,9,"Half-full","Yes"
"14264","2017-10-27","No","No","Multiple options",NA,NA,NA,10,10,"Almost full","Yes"
"14265","2017-10-27","No","No","Empty and reuse",NA,NA,NA,0,0,"Almost empty","Yes"
"14266","2017-10-27","No","No","Empty and reuse",NA,NA,NA,0,5,"Almost empty","Yes"
"14267","2017-10-27","No","No","Empty and reuse",NA,NA,NA,5,0,"Almost empty","Yes"
"14268","2017-10-27","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost full","Yes"
"14269","2017-10-27","No","No","Bury and dig another one",NA,NA,NA,3,0,"Half-full","Yes"
"14270","2017-10-27","No","No","Other (please specify)",NA,NA,NA,5,NA,NA,"Yes"
"14271","2017-10-19","Yes","No","Other (please specify)",NA,NA,NA,4,NA,"Almost full","Yes"
"14272","2017-10-30","No","No","Empty and reuse",NA,NA,NA,5,NA,NA,"No"
"14273","2017-10-30","No","Yes","Empty and reuse","5","Affordable","Every 2 years",2,NA,"Half-full","Yes"
"14274","2017-10-30",NA,"No","Empty and reuse",NA,NA,NA,NA,1,"Almost full","No"
"14275","2017-10-30","No","No","Empty and reuse",NA,NA,NA,20,NA,"Almost full","Yes"
"14276","2017-10-30","No","No","Empty and reuse",NA,NA,NA,11,NA,"Almost full","Yes"
"14277","2017-10-30","No","No","Bury and dig another one",NA,NA,NA,0,0,"Half-full","Yes"
"14278","2017-10-30",NA,"No","Empty and reuse",NA,NA,NA,NA,9,"Almost empty","Yes"
"14279","2017-10-30","No","No","Empty and reuse",NA,NA,NA,6,0,"Almost empty","Yes"
"14280","2017-10-30","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14281","2017-10-30","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14282","2017-10-30","No",NA,"Other (please specify)",NA,NA,NA,10,NA,NA,"Yes"
"14283","2017-10-30","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14284","2017-10-30","No","Yes","Empty and reuse","5","Too expensive","Other (please specify)",NA,NA,"Half-full","Yes"
"14285","2017-10-27","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Half-full","No"
"14286","2017-10-31","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","No"
"14287","2017-10-31","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost full","Yes"
"14288","2017-10-30","No","Yes","Empty and reuse","Other (please specify)","Very affordable","Other (please specify)",NA,5,"Almost empty","Yes"
"14289","2017-10-31","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","Yes"
"14290","2017-10-31","No","No","Empty and reuse",NA,NA,NA,12,NA,"Almost full","Yes"
"14291","2017-10-31","No","No","Empty and reuse",NA,NA,NA,3,NA,"Half-full","No"
"14292","2017-10-31","No","No","Empty and reuse",NA,NA,NA,10,NA,"Full","Yes"
"14293","2017-10-31","No","No","Empty and reuse",NA,NA,NA,5,NA,"Almost full","Yes"
"14294","2017-10-31","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14295","2017-10-31","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14296","2017-10-31","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14297","2017-10-31","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14298","2017-10-31","No","No","Empty and reuse",NA,NA,NA,NA,NA,NA,"Yes"
"14299","2017-10-31","No","No","Empty and reuse",NA,NA,NA,NA,NA,"Almost empty","Yes"
"14300","2017-11-01","No","No","Empty and reuse",NA,NA,NA,12,NA,"Almost full","Yes"
"14301","2017-11-01","No","Yes","Empty and reuse","5","Affordable","Every 9 months",NA,6,"Half-full","Yes"
"14302","2017-11-01","No","Yes","Empty and reuse","1","Very affordable","Every six months",NA,6,"Almost full","No"
"14303","2017-11-01","No","No","Bury and dig another one",NA,NA,NA,5,NA,"Almost full","Yes"
"14304","2017-11-01","No","No","Empty and reuse",NA,NA,NA,4,NA,"Half-full","Yes"
"14305","2017-11-01","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost full","Yes"
"14306","2017-11-01","No","No","Empty and reuse",NA,NA,NA,NA,2,"Half-full","Yes"
"14307","2017-11-01","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14308","2017-11-01","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","No"
"14309","2017-11-01","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","Yes"
"14310","2017-10-31","No","No","Empty and reuse",NA,NA,NA,4,0,"Half-full","Yes"
"14311","2017-11-01","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","No"
"14312","2017-11-01","No","No","Empty and reuse",NA,NA,NA,12,NA,"Almost full","Yes"
"14313","2017-11-01","No","No","Empty and reuse",NA,NA,NA,6,0,"Half-full","No"
"14314","2017-11-01","No","No","Empty and reuse",NA,NA,NA,13,NA,"Almost full","Yes"
"14315","2017-11-01","No","No","Empty and reuse",NA,NA,NA,3,NA,"Almost empty","No"
"14316","2017-10-31","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"14317","2017-11-01","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Half-full","Yes"
"14318","2017-11-01","No","No","Empty and reuse",NA,NA,NA,7,NA,"Almost full","Yes"
"14319","2017-11-01","No","No","Empty and reuse",NA,NA,NA,9,NA,"Half-full","No"
"14320","2017-11-01","No","No","Bury and dig another one",NA,NA,NA,NA,5,"Almost full","Yes"
"14321","2017-11-01","No","No","Multiple options",NA,NA,NA,4,0,"Almost full","No"
"14322","2017-11-01","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Half-full","Yes"
"14323","2017-11-01","Yes","Yes","Empty and reuse","Other (please specify)",NA,"Other (please specify)",NA,NA,NA,"Yes"
"14324","2017-11-02","No","No","Empty and reuse",NA,NA,NA,10,NA,"Full","Yes"
"14325","2017-11-02","No","No","Empty and reuse",NA,NA,NA,10,NA,"Almost full","Yes"
"14326","2017-11-02","No","No","Empty and reuse",NA,NA,NA,2,0,"Half-full","No"
"14327","2017-11-02","No","No","Empty and reuse",NA,NA,NA,3,0,"Half-full","Yes"
"14328","2017-11-02","No","No","Empty and reuse",NA,NA,NA,9,0,"Half-full","No"
"14329","2017-11-02","No","No","Empty and reuse",NA,NA,NA,6,NA,"Almost full","Yes"
"14330","2017-11-02","No",NA,"Other (please specify)",NA,NA,NA,NA,NA,"Almost empty","Yes"
"14331","2017-11-02","Yes",NA,"Other (please specify)",NA,NA,NA,NA,NA,NA,"Yes"
"14332","2017-11-03","No","No","Empty and reuse",NA,NA,NA,5,0,"Half-full","No"
"14333","2017-11-03",NA,"No","Empty and reuse",NA,NA,NA,10,0,"Almost empty","No"
"14334","2017-11-03","No","Yes","Empty and reuse","5","Very affordable","Every 1 year Six Months",3,0,"Half-full","Yes"
"14335","2017-11-03","No","No","Other (please specify)",NA,NA,NA,10,NA,NA,"Yes"
"14336","2017-11-03","No","No","Bury and dig another one",NA,NA,NA,20,11,"Almost empty","Yes"
"14337","2017-11-03","Yes","Yes","Empty and reuse","Other (please specify)","Too expensive","Every 3 months",NA,3,"Half-full","Yes"
